,redness,yellowness,blueness,midBarScore,bottomBarAnalysis,class
0,0.7039151303134877,-0.4794735189295476,-0.15378804970287216,1.4076464308748793,1.328264173380323,1
1,2.870477636567159,0.3010151275928204,-2.702637312456356,0.1245704806083964,1.328264173380323,1
2,0.27954556559016874,0.18180287302285558,0.09966496771689574,1.3329041425098416,1.328264173380323,1
3,-1.3547307768382006,1.5393771866017825,1.1240541310047438,1.5446739595441155,1.328264173380323,1
4,-0.6441028176664407,-1.0902215859533102,1.0134864225401023,0.44845373019022705,1.328264173380323,1
5,-0.8168669021449756,-0.6320168765123839,0.4117276544065006,-0.2491409612167928,1.328264173380323,1
6,0.36577055975732814,-0.6891463744649448,-0.05178001011683207,0.03737114418251892,-0.7152191702817124,1
7,-0.6711124008131588,-2.168377003362643,1.4836813262310888,-0.4359966821293874,1.328264173380323,1
8,0.8071960362299079,1.334419642035623,-1.1735703493677665,1.694158536274191,-0.7152191702817124,1
9,-0.5511424689197287,1.562848190896778,-0.3219758184621363,1.3702752866923604,-0.7152191702817124,1
10,0.9710628432004983,0.7320178767125018,-1.142076096741629,-0.3612543937643496,-0.7152191702817124,-1
11,-0.9646795633874704,0.32913086200659847,0.6359249939395843,-0.8969074603804541,-0.7152191702817124,-1
12,-0.6336063987452298,-1.3388175276091887,1.0853404577843642,-1.5322169114832758,-0.7152191702817124,-1
13,0.8605606558591323,0.35703591315825034,-0.28674126323036414,-0.2740550573384721,-0.7152191702817124,-1
14,-1.1389013475204046,0.7169516195192728,0.16677805836147547,-0.37371144182518923,-0.7152191702817124,-1
15,0.034772525594989376,-0.38719211632541156,-0.4345704444789165,-0.26159800927763244,-0.7152191702817124,-1
16,-1.0031342020147198,-1.037352665991406,1.1455030186597044,-0.7474228836503785,-0.7152191702817124,-1
17,0.066575048951528,0.6283924703845737,-0.9370837275670474,-1.694158536274191,-0.7152191702817124,-1
18,0.2217441146885864,0.6083362219334225,0.2840325945504264,-0.5854812588594631,-0.7152191702817124,-1
19,0.5966567612975411,-0.46873031471565096,-0.24597055307096483,-0.5481101146769441,-0.7152191702817124,-1
